Phage_ID	Length	GC_content	Taxonomy	Completeness	Host	Lifestyle	Cluster	Subcluster	Phage_source
OTU_6650	16873	50.21632193445149	Jensviridae	Low-quality	-	temperate	cluster_550941	subcluster_663355	IGVD
OTU_7849	13746	39.20413211115961	Elenaviridae	Low-quality	-	virulent	cluster_381173	subcluster_460310	IGVD
OTU_10620	6917	39.45352031227411	Alpaviridae	Complete	Odoribacter	virulent	cluster_130576	subcluster_157374	IGVD
OTU_11579	6028	40.29528865295289	Alpaviridae	Complete	Bacteroides	virulent	cluster_234293	subcluster_283164	IGVD
OTU_271	86165	34.48267858179075	Flandersviridae	Complete	Bacteroides	virulent	cluster_424643	subcluster_512487	IGVD
OTU_284	85588	35.70243492078329	Flandersviridae	Complete	Bacteroides	virulent	cluster_6847	subcluster_8471	IGVD
OTU_2540	38704	42.101591566763126	Amandaviridae	Complete	Anaerostipes	virulent	cluster_340340	subcluster_411058	IGVD
OTU_3811	31331	39.1114231910887	Busterviridae	Low-quality	Veillonella	virulent	cluster_51961	subcluster_63472	IGVD
OTU_3883	30783	45.80775103141344	Jeppeviridae	Medium-quality	Blautia	virulent	cluster_100793	subcluster_121899	IGVD
OTU_5007	23198	42.97353220105182	Charlesviridae	Medium-quality	Blautia	virulent	cluster_522747	subcluster_629453	IGVD
OTU_5335	21672	45.399593946105576	Bertramviridae	Low-quality	Lachnoclostridium	virulent	cluster_139349	subcluster_168054	IGVD
OTU_8413	12401	53.50374969760503	Amandaviridae	Low-quality	-	virulent	cluster_279341	subcluster_337140	IGVD
OTU_11074	6379	36.46339551653865	Inesviridae	Complete	Bacteroides	virulent	cluster_156372	subcluster_188584	IGVD
OTU_11562	6038	36.5021530308049	Almaviridae	Complete	-	virulent	cluster_287791	subcluster_347606	IGVD
OTU_2222	40022	47.5738343910849	Alberteviridae	Medium-quality	Hungatella	virulent	cluster_260807	subcluster_314931	IGVD
OTU_2709	37943	37.50889492132936	Madsviridae	Medium-quality	Anaerostipes	virulent	cluster_410216	subcluster_495450	IGVD
OTU_2750	37719	51.99766695829688	Hannahviridae	Medium-quality	Bacteroides	virulent	cluster_446288	subcluster_538145	IGVD
OTU_5312	21784	37.747888358428206	Lyngeviridae	Low-quality	Ruthenibacterium	virulent	cluster_248424	subcluster_300081	IGVD
OTU_11028	6420	40.74766355140187	Inesviridae	Complete	-	virulent	cluster_26917	subcluster_32751	IGVD
OTU_11050	6403	36.48289864126191	Inesviridae	Complete	Bacteroides	virulent	cluster_417349	subcluster_503960	IGVD
OTU_12459	5263	46.26638799163975	Norviridae	Complete	-	virulent	cluster_488459	subcluster_587953	IGVD
OTU_12878	4826	46.58101947782843	Gokushoviridae	Medium-quality	Faecalibacterium	virulent	cluster_34988	subcluster_42547	IGVD
OTU_402	74145	40.47069930541507	Thorviridae	High-quality	Bacteroides	virulent	cluster_295709	subcluster_357153	IGVD
OTU_1513	43731	47.257094509615605	Peterviridae	High-quality	-	virulent	cluster_432961	subcluster_522513	IGVD
OTU_1604	43003	46.2921191544776	Frederikviridae	Complete	Lactobacillus	temperate	cluster_383150	subcluster_462677	IGVD
OTU_1667	42603	41.79517874328099	Ejnarviridae	High-quality	Streptococcus	temperate	cluster_540489	subcluster_650909	IGVD
OTU_1724	42269	45.06848990986302	Alberteviridae	Complete	Lachnoclostridium	temperate	cluster_161217	subcluster_194219	IGVD
OTU_1819	41802	45.318405817903454	Jeppeviridae	High-quality	Blautia	virulent	cluster_318683	subcluster_385160	IGVD
OTU_1990	41084	58.23678317593224	Justinviridae	High-quality	Bifidobacterium	temperate	cluster_230760	subcluster_278829	IGVD
OTU_2141	40369	45.65384329559811	Asgerviridae	Complete	Blautia	temperate	cluster_34975	subcluster_42530	IGVD
OTU_2288	39699	47.68130179601501	Jeppeviridae	High-quality	-	virulent	cluster_171807	subcluster_207065	IGVD
OTU_2376	39374	49.53522629146137	Ingridviridae	High-quality	-	temperate	cluster_427773	subcluster_516278	IGVD
OTU_2610	38391	41.22059857779167	Frederikviridae	Complete	Pediococcus	temperate	cluster_408631	subcluster_493490	IGVD
OTU_2918	36607	41.50845466714016	Martinviridae	High-quality	-	virulent	cluster_550942	subcluster_663356	IGVD
OTU_3046	35905	38.626932182147335	Kayaviridae	High-quality	Veillonella	temperate	cluster_381174	subcluster_460311	IGVD
OTU_3156	35231	60.87820385455991	Justinviridae	Medium-quality	Bifidobacterium	temperate	cluster_147882	subcluster_178432	IGVD
OTU_3954	30105	47.75950838731108	Alberteviridae	Medium-quality	-	virulent	cluster_392042	subcluster_473809	IGVD
OTU_4212	28124	52.951216043237096	Amandaviridae	Medium-quality	-	virulent	cluster_424644	subcluster_512488	IGVD
OTU_4632	25132	58.64634728632818	Danielviridae	Medium-quality	Butyricicoccus	temperate	cluster_6848	subcluster_8472	IGVD
OTU_5171	22456	29.37744923405771	Filippaviridae	Low-quality	Clostridium	virulent	cluster_340341	subcluster_411059	IGVD
OTU_5726	20008	40.10395841663335	Ejnarviridae	Low-quality	Streptococcus	virulent	cluster_233727	subcluster_282475	IGVD
OTU_6267	18012	37.35842771485676	Liamviridae	Low-quality	Erysipelatoclostridium	virulent	cluster_100794	subcluster_121900	IGVD
OTU_6521	17224	50.0	Gustavviridae	Low-quality	-	virulent	cluster_522748	subcluster_629454	IGVD
OTU_6619	16939	62.73097585453687	Sigridviridae	Low-quality	Flavonifractor	temperate	cluster_139350	subcluster_168055	IGVD
OTU_6643	16883	29.94136113250015	Henrikviridae	Low-quality	Intestinibacter	virulent	cluster_279342	subcluster_337142	IGVD
OTU_6927	16095	29.55576265921093	Filipviridae	Low-quality	-	temperate	cluster_537077	subcluster_646733	IGVD
OTU_6975	15970	48.33437695679399	Selmaviridae	Medium-quality	Bifidobacterium	virulent	cluster_310519	subcluster_375136	IGVD
OTU_7167	15519	43.7657065532573	Liamviridae	Low-quality	-	virulent	cluster_394784	subcluster_476980	IGVD
OTU_8767	11708	53.86914929962418	Mariusviridae	Low-quality	Paenibacillus	temperate	cluster_260808	subcluster_314933	IGVD
OTU_9431	10459	59.843197246390666	Hubertviridae	Low-quality	Bifidobacterium	virulent	cluster_410217	subcluster_495453	IGVD
OTU_13847	3628	38.12017640573318	Alpaviridae	Medium-quality	-	virulent	cluster_446289	subcluster_538146	IGVD
OTU_14671	2902	37.7670572019297	Anelloviridae	High-quality	-	virulent	cluster_233730	subcluster_282478	IGVD
OTU_14971	2713	39.402875046074456	Anelloviridae	High-quality	-	virulent	cluster_248425	subcluster_300082	IGVD
OTU_15065	2634	52.16400911161732	Markviridae	Low-quality	-	virulent	cluster_392041	subcluster_473806	IGVD
OTU_16177	1498	52.20293724966623	Markviridae	Low-quality	-	virulent	cluster_417350	subcluster_503961	IGVD
OTU_1643	42767	54.9722917202516	Hannibalviridae	Complete	Faecalibacterium	temperate	cluster_488460	subcluster_587955	IGVD
OTU_1995	41037	48.16628895874455	Gustavviridae	High-quality	-	virulent	cluster_363848	subcluster_439298	IGVD
OTU_3445	33854	39.7441956637325	Kayaviridae	High-quality	Veillonella	virulent	cluster_295710	subcluster_357154	IGVD
OTU_5581	20685	47.72057046168721	Luccaviridae	Low-quality	Bacteroides	virulent	cluster_432962	subcluster_522514	IGVD
OTU_11349	6178	34.914211719002914	Skunaviridae	Low-quality	-	virulent	cluster_383151	subcluster_462678	IGVD
OTU_11403	6140	39.0228013029316	Alpaviridae	Complete	Bacteroides	virulent	cluster_540490	subcluster_650910	IGVD
OTU_12075	5621	47.02010318448674	Gokushoviridae	Complete	Faecalibacterium	virulent	cluster_515372	subcluster_620794	IGVD
OTU_1217	46944	49.42484662576688	Jensviridae	Complete	Parasutterella	temperate	cluster_161218	subcluster_194220	IGVD
OTU_1751	42098	30.151076060620458	Liamviridae	High-quality	-	temperate	cluster_230761	subcluster_278830	IGVD
OTU_1845	41666	41.28546056736908	Mikkelviridae	Complete	Blautia	virulent	cluster_34976	subcluster_42531	IGVD
OTU_3522	33486	50.79137550020904	Asgerviridae	Medium-quality	Oscillibacter	temperate	cluster_171808	subcluster_207066	IGVD
OTU_3891	30734	40.90258345805948	Gustavviridae	Medium-quality	Ruminococcus	virulent	cluster_427774	subcluster_516279	IGVD
OTU_4028	29570	42.30977341900575	Adrianviridae	Medium-quality	Blautia	temperate	cluster_408632	subcluster_493491	IGVD
OTU_4909	23562	48.955946014769545	Peterviridae	Medium-quality	Paenibacillus	temperate	cluster_550943	subcluster_663357	IGVD
OTU_4966	23340	47.10796915167095	Madsviridae	Medium-quality	-	virulent	cluster_381175	subcluster_460312	IGVD
OTU_5993	18949	60.784210248561934	Danielviridae	Low-quality	-	temperate	cluster_147883	subcluster_178433	IGVD
OTU_6426	17539	51.53657563144991	Valdemarviridae	Low-quality	-	virulent	cluster_234294	subcluster_283165	IGVD
OTU_6577	17047	48.84143837625389	Martinviridae	Low-quality	Blautia	temperate	cluster_424645	subcluster_512489	IGVD
OTU_6833	16355	48.59064506267197	Sidselviridae	Low-quality	-	virulent	cluster_6849	subcluster_8473	IGVD
OTU_7048	15793	60.09624517191161	Danielviridae	Low-quality	-	temperate	cluster_340342	subcluster_411060	IGVD
OTU_7325	15107	44.462831799827896	Martinviridae	Low-quality	Ruthenibacterium	virulent	cluster_233728	subcluster_282476	IGVD
OTU_7596	14422	34.211621134378035	Villadsviridae	Low-quality	-	temperate	cluster_100795	subcluster_121901	IGVD
OTU_7952	13471	43.292999777299386	Cecilieviridae	High-quality	-	virulent	cluster_522749	subcluster_629455	IGVD
OTU_8565	12098	40.46123326169615	Ejnarviridae	Low-quality	Streptococcus	virulent	cluster_139351	subcluster_168056	IGVD
OTU_8953	11304	39.95046001415428	Sisseviridae	Low-quality	Streptococcus	virulent	cluster_100775	subcluster_121877	IGVD
OTU_9348	10593	49.62711224393468	Peterviridae	Low-quality	Lachnoclostridium	virulent	cluster_537078	subcluster_646734	IGVD
OTU_12895	4809	39.98752339363693	Gokushoviridae	High-quality	Erysipelatoclostridium	virulent	cluster_394785	subcluster_476981	IGVD
OTU_13340	4219	43.06707750651813	Najaviridae	Low-quality	-	virulent	cluster_260809	subcluster_314934	IGVD
OTU_2737	37785	46.64284769088263	Pernilleviridae	High-quality	Ruminococcus	temperate	cluster_410218	subcluster_495454	IGVD
OTU_3187	35110	39.28510395898604	Sebastianviridae	High-quality	-	temperate	cluster_446290	subcluster_538147	IGVD
OTU_3434	33891	38.96019592222124	Frederikviridae	Complete	Enterococcus	virulent	cluster_248426	subcluster_300084	IGVD
OTU_4923	23518	47.91223743515605	Alberteviridae	Medium-quality	-	virulent	cluster_392042	subcluster_473807	IGVD
OTU_8054	13195	46.54035619552861	Jonasviridae	Low-quality	Lachnoclostridium	temperate	cluster_523923	subcluster_630855	IGVD
OTU_8960	11295	40.99158919876052	Konradviridae	Low-quality	Erysipelatoclostridium	virulent	cluster_488461	subcluster_587956	IGVD
OTU_9479	10383	44.9195800828277	Signeviridae	Low-quality	-	virulent	cluster_363849	subcluster_439300	IGVD
OTU_9706	10041	41.78866646748333	Alberteviridae	Low-quality	-	virulent	cluster_295711	subcluster_357155	IGVD
OTU_9707	10039	31.32782149616496	Salasmaviridae	Low-quality	Erysipelatoclostridium	virulent	cluster_432963	subcluster_522515	IGVD
OTU_11725	5919	51.46139550599763	Simoneviridae	Low-quality	Escherichia	virulent	cluster_383152	subcluster_462679	IGVD
OTU_14431	2971	37.36115785930663	Anelloviridae	High-quality	-	virulent	cluster_130559	subcluster_157345	IGVD
OTU_11870	5808	36.91460055096419	Almaviridae	High-quality	Bacteroides	virulent	cluster_385143	subcluster_465322	IGVD
OTU_12571	5127	37.37078213380144	Alpaviridae	Medium-quality	Prevotella	virulent	cluster_6851	subcluster_8482	IGVD
OTU_13499	4014	37.96711509715994	Alpaviridae	Medium-quality	Bacteroides	virulent	cluster_230762	subcluster_278831	IGVD
OTU_1683	42533	38.67585169162768	Arnoldviridae	Medium-quality	Veillonella	virulent	cluster_34977	subcluster_42532	IGVD
OTU_1740	42165	36.13423455472548	Ejnarviridae	High-quality	Lactobacillus	temperate	cluster_171809	subcluster_207067	IGVD
OTU_1939	41287	59.22929735752174	Helenaviridae	High-quality	Bifidobacterium	temperate	cluster_427775	subcluster_516281	IGVD
OTU_1944	41266	36.99898221295982	Merleviridae	High-quality	Veillonella	virulent	cluster_408633	subcluster_493492	IGVD
OTU_2962	36364	54.8619513804862	Sigridviridae	High-quality	-	temperate	cluster_216875	subcluster_261641	IGVD
OTU_4405	26747	46.29304221034135	Peterviridae	Medium-quality	Hungatella	virulent	cluster_381176	subcluster_460313	IGVD
OTU_5667	20309	44.67969865576838	Frederikviridae	Medium-quality	Lactobacillus	virulent	cluster_147884	subcluster_178435	IGVD
OTU_5711	20072	42.10342766042248	Haraldviridae	Medium-quality	Coprococcus	virulent	cluster_424689	subcluster_512544	IGVD
OTU_7040	15808	30.60475708502025	Salasmaviridae	Medium-quality	Erysipelatoclostridium	virulent	cluster_251709	subcluster_304011	IGVD
OTU_7813	13832	56.99103528050896	Salasmaviridae	Low-quality	Eggerthella	virulent	cluster_6850	subcluster_8474	IGVD
OTU_8405	12418	45.07972298276695	Amandaviridae	Low-quality	Anaerostipes	temperate	cluster_340343	subcluster_411061	IGVD
OTU_8466	12292	44.92352749755939	Amandaviridae	Low-quality	-	virulent	cluster_233729	subcluster_282477	IGVD
OTU_9967	9042	43.82879893828799	Gustavviridae	Low-quality	-	virulent	cluster_100796	subcluster_121902	IGVD
OTU_10206	8213	39.26701570680628	Bertilviridae	Low-quality	Bacteroides	virulent	cluster_522750	subcluster_629456	IGVD
OTU_10371	7629	33.51684362301744	Skunaviridae	Low-quality	Bacillus	virulent	cluster_139352	subcluster_168057	IGVD
OTU_11407	6136	38.52672750977836	Inesviridae	Complete	Bacteroides	virulent	cluster_529878	subcluster_638147	IGVD
OTU_12010	5686	46.32430531129089	Sifviridae	Not-determined	-	virulent	cluster_279343	subcluster_337143	IGVD
OTU_12202	5504	41.424418604651166	Frederikviridae	Low-quality	-	virulent	cluster_537079	subcluster_646735	IGVD
OTU_13126	4534	44.94927216585796	Gokushoviridae	High-quality	Sutterella	virulent	cluster_199698	subcluster_240943	IGVD
OTU_14103	3227	44.251626898047725	Anelloviridae	High-quality	-	virulent	cluster_260810	subcluster_314935	IGVD
OTU_14293	3036	37.22002635046113	Anelloviridae	Medium-quality	-	virulent	cluster_427753	subcluster_516256	IGVD
OTU_14400	2983	35.568219912839425	Anelloviridae	Medium-quality	-	virulent	cluster_410219	subcluster_495455	IGVD
OTU_967	52978	54.88882177507645	Ebbeviridae	High-quality	Faecalibacterium	virulent	cluster_446291	subcluster_538148	IGVD
OTU_1253	46405	38.6531623747441	Evaviridae	High-quality	Bacteroides	virulent	cluster_248427	subcluster_300086	IGVD
OTU_1517	43718	52.46122878448236	Hannahviridae	High-quality	Bacteroides	virulent	cluster_160421	subcluster_193268	IGVD
OTU_1802	41853	41.80584426444938	Madsviridae	Complete	-	virulent	cluster_248611	subcluster_300300	IGVD
OTU_2522	38777	38.49446837042576	Jeppeviridae	Complete	Lachnospira	virulent	cluster_446104	subcluster_537907	IGVD
OTU_2628	38330	55.7996347508479	Jeppeviridae	Medium-quality	-	temperate	cluster_488462	subcluster_587957	IGVD
OTU_2675	38118	59.79589695157144	Ellinorviridae	Complete	Bifidobacterium	temperate	cluster_265622	subcluster_320761	IGVD
OTU_2954	36424	54.97474192839886	Ebbeviridae	Medium-quality	Faecalibacterium	virulent	cluster_282666	subcluster_341523	IGVD
OTU_3220	34954	43.54866395834525	Kayaviridae	Complete	Dialister	temperate	cluster_432964	subcluster_522516	IGVD
OTU_3701	32194	41.628874945642046	Madsviridae	Medium-quality	Ruminococcus	virulent	cluster_383153	subcluster_462680	IGVD
OTU_3752	31794	35.78348115996729	Adrianviridae	High-quality	Streptococcus	virulent	cluster_540491	subcluster_650911	IGVD
OTU_4038	29498	45.42680859719303	Smillaviridae	Medium-quality	Eisenbergiella	virulent	cluster_161219	subcluster_194221	IGVD
OTU_4452	26393	55.27602015685977	Peterviridae	Medium-quality	Faecalibacterium	temperate	cluster_230763	subcluster_278832	IGVD
OTU_4479	26156	48.57011775500841	Liamviridae	Medium-quality	Paenibacillus	temperate	cluster_34978	subcluster_42533	IGVD
OTU_4724	24571	44.96357494607464	Markviridae	Medium-quality	Dialister	temperate	cluster_171810	subcluster_207068	IGVD
OTU_8198	12851	54.99961092521982	Inaviridae	Low-quality	-	virulent	cluster_427776	subcluster_516282	IGVD
OTU_9826	9579	60.162856248042594	Lauridsviridae	Low-quality	Sutterella	temperate	cluster_408634	subcluster_493493	IGVD
OTU_10188	8262	38.18687969014766	Ellaviridae	Not-determined	-	virulent	cluster_550944	subcluster_663358	IGVD
OTU_10502	7214	54.75464374826726	Morganviridae	Not-determined	Paenibacillus	virulent	cluster_534673	subcluster_643870	IGVD
OTU_10609	6955	57.7570093457944	Miraviridae	Low-quality	Sutterella	virulent	cluster_381177	subcluster_460316	IGVD
OTU_11121	6349	41.47109781067885	Morganviridae	High-quality	-	virulent	cluster_230793	subcluster_278866	IGVD
OTU_12144	5566	40.082644628099175	Almaviridae	Complete	-	virulent	cluster_234295	subcluster_283166	IGVD
OTU_12612	5090	37.36738703339882	Alpaviridae	Medium-quality	Prevotella	virulent	cluster_239029	subcluster_289018	IGVD
OTU_12685	5010	37.50499001996008	Alpaviridae	Medium-quality	Prevotella	virulent	cluster_6851	subcluster_8481	IGVD
OTU_14546	2938	37.61061946902655	Anelloviridae	High-quality	-	virulent	cluster_340344	subcluster_411062	IGVD
OTU_14706	2888	37.81163434903047	Anelloviridae	High-quality	-	virulent	cluster_233730	subcluster_282478	IGVD
OTU_623	61619	38.78186922864701	Lyngeviridae	Medium-quality	Ruthenibacterium	virulent	cluster_331827	subcluster_401075	IGVD
OTU_1689	42496	39.12368222891566	Victoriaviridae	High-quality	-	temperate	cluster_522751	subcluster_629457	IGVD
OTU_2447	39131	44.18491732897191	Asgerviridae	High-quality	-	temperate	cluster_139353	subcluster_168058	IGVD
OTU_3230	34893	49.35947038087868	Bertramviridae	Medium-quality	Blautia	temperate	cluster_481827	subcluster_579965	IGVD
OTU_3547	33358	57.25762935427784	Samuelviridae	High-quality	Bifidobacterium	virulent	cluster_455800	subcluster_549260	IGVD
OTU_3715	32102	39.36826365958508	Martinviridae	High-quality	Streptococcus	temperate	cluster_394786	subcluster_476982	IGVD
OTU_4075	29242	38.12324738389987	Augustviridae	Low-quality	Streptococcus	virulent	cluster_260811	subcluster_314936	IGVD
OTU_4107	29014	43.93396291445509	Asgerviridae	Medium-quality	Hungatella	virulent	cluster_410220	subcluster_495456	IGVD
OTU_4234	28005	36.025709694697376	Joyceviridae	High-quality	-	virulent	cluster_242770	subcluster_293580	IGVD
OTU_4429	26550	53.04708097928437	Sisseviridae	Low-quality	Actinomyces	virulent	cluster_489866	subcluster_589605	IGVD
OTU_4501	25983	47.80433360274025	Elinviridae	Medium-quality	-	virulent	cluster_248428	subcluster_300087	IGVD
OTU_6348	17764	55.96149515874803	Lauridsviridae	Low-quality	Dakarella	temperate	cluster_248612	subcluster_300301	IGVD
OTU_8876	11446	39.00052420059409	Frederikviridae	Low-quality	Enterococcus	virulent	cluster_417351	subcluster_503962	IGVD
OTU_9333	10629	36.72970175933767	Mikkelviridae	Low-quality	-	virulent	cluster_488463	subcluster_587958	IGVD
OTU_10164	8358	35.35534816941852	Skunaviridae	Low-quality	-	virulent	cluster_363850	subcluster_439301	IGVD
OTU_11782	5872	44.70367847411444	Ellaviridae	Not-determined	-	virulent	cluster_295712	subcluster_357156	IGVD
OTU_12415	5307	42.0576596947428	Frederikviridae	Low-quality	Streptococcus	temperate	cluster_432965	subcluster_522517	IGVD
OTU_13474	4044	35.60830860534125	Skunaviridae	Low-quality	-	virulent	cluster_383154	subcluster_462681	IGVD
OTU_13748	3725	52.88590604026846	Anelloviridae	High-quality	-	virulent	cluster_540492	subcluster_650913	IGVD
OTU_14092	3243	41.99814986123959	Anelloviridae	Complete	-	virulent	cluster_161220	subcluster_194222	IGVD
OTU_14159	3177	35.00157381177211	Skunaviridae	Low-quality	-	virulent	cluster_383154	subcluster_462682	IGVD
OTU_503	64915	38.7629977663098	Lyngeviridae	Medium-quality	Ruthenibacterium	virulent	cluster_34979	subcluster_42534	IGVD
OTU_798	57625	42.96052060737527	Elenaviridae	Complete	Clostridium	temperate	cluster_171811	subcluster_207069	IGVD
OTU_1256	46390	48.09657253718474	Alberteviridae	High-quality	-	virulent	cluster_427777	subcluster_516283	IGVD
OTU_2505	38865	53.50572494532355	Alvaviridae	Medium-quality	Ruminococcus	temperate	cluster_408635	subcluster_493494	IGVD
OTU_3500	33599	48.44787047233549	Astaviridae	Medium-quality	-	virulent	cluster_550945	subcluster_663359	IGVD
OTU_3506	33579	45.69522618303106	Adrianviridae	High-quality	Ruminococcus	temperate	cluster_381178	subcluster_460317	IGVD
OTU_3775	31619	49.51769505676966	Agneteviridae	Medium-quality	-	temperate	cluster_410173	subcluster_495394	IGVD
OTU_4009	29734	38.47111051321719	Frederikviridae	Medium-quality	-	temperate	cluster_234296	subcluster_283168	IGVD
OTU_4143	28743	58.375952405803154	Monaviridae	Medium-quality	Flavonifractor	temperate	cluster_424646	subcluster_512490	IGVD
OTU_5185	22394	47.81191390551041	Smillaviridae	Medium-quality	Eisenbergiella	virulent	cluster_6852	subcluster_8483	IGVD
OTU_5404	21356	49.0119872635325	Martinviridae	Medium-quality	-	temperate	cluster_340345	subcluster_411064	IGVD
OTU_5652	20393	36.66454175452361	Sisseviridae	Low-quality	-	virulent	cluster_233731	subcluster_282479	IGVD
OTU_5854	19480	47.17659137577002	Alberteviridae	Low-quality	Roseburia	virulent	cluster_447820	subcluster_539991	IGVD
OTU_6334	17793	50.1376945989996	Jeppeviridae	Low-quality	-	virulent	cluster_522752	subcluster_629458	IGVD
OTU_7330	15100	48.15231788079471	Salasmaviridae	Medium-quality	Subdoligranulum	virulent	cluster_139354	subcluster_168059	IGVD
OTU_11110	6354	46.002518098835374	Ellaviridae	High-quality	-	virulent	cluster_534663	subcluster_643857	IGVD
OTU_12113	5585	49.54341987466428	Gustavviridae	Low-quality	Lachnoclostridium	virulent	cluster_537080	subcluster_646736	IGVD
OTU_12661	5037	51.77685130037722	Madsviridae	Low-quality	-	virulent	cluster_394787	subcluster_476983	IGVD
OTU_14725	2879	38.03403959708232	Anelloviridae	High-quality	-	virulent	cluster_425060	subcluster_512983	IGVD
OTU_14733	2876	37.55215577190543	Anelloviridae	High-quality	-	virulent	cluster_260812	subcluster_314937	IGVD
OTU_15657	1966	43.438453713123096	Inaviridae	Low-quality	Bacillus	virulent	cluster_410221	subcluster_495457	IGVD
OTU_1728	42250	48.30532544378698	Jeppeviridae	Complete	Hungatella	virulent	cluster_446292	subcluster_538149	IGVD
OTU_2088	40650	40.838868388683885	Jonatanviridae	High-quality	-	virulent	cluster_248429	subcluster_300088	IGVD
OTU_3110	35488	42.24244815148783	Maisaviridae	High-quality	Bacillus	temperate	cluster_248613	subcluster_300302	IGVD
OTU_6704	16702	47.89845527481739	Peterviridae	Low-quality	Blautia	virulent	cluster_417352	subcluster_503963	IGVD
OTU_12251	5468	34.07095830285296	Gokushoviridae	Complete	Erysipelatoclostridium	virulent	cluster_488464	subcluster_587959	IGVD
OTU_1444	44336	45.98294839408156	Evaviridae	High-quality	-	virulent	cluster_134267	subcluster_161739	IGVD
OTU_1486	43922	41.69209052411093	Madsviridae	Complete	-	virulent	cluster_432925	subcluster_522458	IGVD
OTU_1541	43511	44.61400565374273	Ludvigviridae	Low-quality	Ruminococcus	temperate	cluster_432966	subcluster_522518	IGVD
OTU_2313	39612	45.80177723922044	Agneteviridae	Complete	-	temperate	cluster_383155	subcluster_462684	IGVD
OTU_3138	35351	58.572600492206725	Adrianviridae	Medium-quality	-	temperate	cluster_540493	subcluster_650914	IGVD
OTU_4056	29381	44.31094925291856	Alberteviridae	Medium-quality	Roseburia	virulent	cluster_161221	subcluster_194223	IGVD
OTU_4910	23562	45.81105169340464	Jeppeviridae	Medium-quality	Lachnoclostridium	temperate	cluster_230764	subcluster_278833	IGVD
OTU_6465	17414	38.83082577236706	Merleviridae	Low-quality	Veillonella	virulent	cluster_34980	subcluster_42535	IGVD
OTU_7411	14898	42.3479661699557	Bertramviridae	Low-quality	-	virulent	cluster_171812	subcluster_207070	IGVD
OTU_8984	11251	62.06559416940717	Kasperviridae	Medium-quality	Bifidobacterium	temperate	cluster_427778	subcluster_516284	IGVD
OTU_10621	6914	45.96470928550767	Noraviridae	High-quality	Alistipes	virulent	cluster_408636	subcluster_493495	IGVD
OTU_10792	6625	37.22264150943396	Alpaviridae	Complete	Bacteroides	virulent	cluster_550946	subcluster_663360	IGVD
OTU_12110	5587	47.53892965813496	Gokushoviridae	Complete	Faecalibacterium	virulent	cluster_381179	subcluster_460318	IGVD
OTU_12795	4915	37.59918616480163	Anelloviridae	High-quality	-	virulent	cluster_147885	subcluster_178436	IGVD
OTU_13055	4627	33.06678193213746	Mikkelviridae	Low-quality	Flammeovirga	virulent	cluster_234297	subcluster_283169	IGVD
OTU_14152	3181	43.41402074819239	Anelloviridae	High-quality	-	virulent	cluster_424647	subcluster_512491	IGVD
OTU_14274	3056	39.23429319371728	Anelloviridae	Medium-quality	-	virulent	cluster_6853	subcluster_8484	IGVD
OTU_14371	2995	38.96494156928213	Anelloviridae	High-quality	-	virulent	cluster_340346	subcluster_411065	IGVD
OTU_14380	2991	37.54597124707456	Anelloviridae	Complete	-	virulent	cluster_248645	subcluster_300342	IGVD
OTU_14620	2916	36.96844993141289	Anelloviridae	High-quality	-	virulent	cluster_354583	subcluster_428183	IGVD
OTU_14679	2898	39.23395445134575	Anelloviridae	Complete	-	virulent	cluster_522753	subcluster_629459	IGVD
OTU_14791	2849	38.57493857493858	Anelloviridae	High-quality	-	virulent	cluster_326528	subcluster_394658	IGVD
OTU_14846	2822	38.058114812189935	Anelloviridae	High-quality	-	virulent	cluster_78918	subcluster_95737	IGVD
OTU_15052	2643	37.15474839197881	Anelloviridae	Medium-quality	-	virulent	cluster_537081	subcluster_646737	IGVD
OTU_15067	2633	36.992024306874285	Anelloviridae	Medium-quality	-	virulent	cluster_394788	subcluster_476984	IGVD
OTU_11669	5965	36.52975691533948	Almaviridae	Complete	Bacteroides	virulent	cluster_465225	subcluster_560276	IGVD
OTU_12708	4993	55.477668736230726	Sidselviridae	Low-quality	-	virulent	cluster_410222	subcluster_495460	IGVD
OTU_3083	35698	59.5467533195137	Lauridsviridae	Medium-quality	-	temperate	cluster_446293	subcluster_538150	IGVD
OTU_3157	35227	51.23059017231101	Sisseviridae	Medium-quality	Actinomyces	virulent	cluster_248430	subcluster_300089	IGVD
OTU_3245	34797	46.19076357157226	Najaviridae	High-quality	-	virulent	cluster_248614	subcluster_300303	IGVD
OTU_3742	31861	56.61466997269389	Najaviridae	High-quality	Cloacibacillus	virulent	cluster_476959	subcluster_574242	IGVD
OTU_3776	31616	59.73873987854251	Bertramviridae	Medium-quality	-	virulent	cluster_488465	subcluster_587960	IGVD
OTU_5692	20182	45.01536022197998	Rigmorviridae	Low-quality	Bacteroides	virulent	cluster_363851	subcluster_439303	IGVD
OTU_10689	6736	39.177553444180525	Alpaviridae	Complete	Bacteroides	virulent	cluster_80386	subcluster_97368	IGVD
OTU_11575	6029	40.62033504727152	Alpaviridae	High-quality	Bacteroides	virulent	cluster_115123	subcluster_139225	IGVD
OTU_11941	5749	48.14750391372413	Gokushoviridae	Complete	Faecalibacterium	virulent	cluster_432967	subcluster_522519	IGVD
OTU_13990	3411	36.587510993843445	Skunaviridae	Low-quality	-	virulent	cluster_383156	subcluster_462685	IGVD
